category,filename,snr,psnr_denoised,ssim_denoised,mse_denoised,psnr_noisy,ssim_noisy,mse_noisy,psnr_improvement,ssim_improvement
Costas,Costas_-10dB_111.png,-10,11.723643757774713,0.0247953645443326,4372.360730229592,19.116245046995214,0.05338120189420786,796.9954759247449,-7.392601289220501,-0.028585837349875257
Costas,Costas_-10dB_112.png,-10,12.04117005280639,0.046839333103284926,4064.0903619260203,18.528091210130967,0.16049584008558432,912.5806162308673,-6.486921157324577,-0.1136565069822994
Costas,Costas_-10dB_113.png,-10,11.487546163057633,0.008492116711571369,4616.637177136479,17.13232794383326,0.050924741985893286,1258.4836176658164,-5.644781780775627,-0.042432625274321914
Costas,Costas_-10dB_114.png,-10,11.379300862121804,0.0033652626159636724,4733.150071747449,18.713095905844884,0.0513100571043787,874.5220623405612,-7.3337950437230806,-0.04794479448841503
Costas,Costas_-10dB_115.png,-10,11.559331762163424,0.012422894718337163,4540.954858896684,17.545441450722873,0.028515437934825957,1144.2902981505101,-5.9861096885594485,-0.016092543216488793
Costas,Costas_-10dB_116.png,-10,11.432876483460195,0.0039024759233777617,4675.119459502551,18.539295435510827,0.041838434355427806,910.2293128188776,-7.106418952050632,-0.03793595843205005
Costas,Costas_-10dB_117.png,-10,11.447327619008181,0.005782553361614531,4659.5888671875,19.119841977784773,0.062330166284004514,796.3356584821429,-7.672514358776592,-0.05654761292238998
Costas,Costas_-10dB_118.png,-10,11.536614541618583,0.01123345752862167,4564.770069355867,17.6797888481482,0.023233633910323643,1109.4340122767858,-6.143174306529616,-0.012000176381701973
Costas,Costas_-10dB_119.png,-10,11.414095780340709,0.003208675191667799,4695.380400988521,16.969900666662948,0.019696136535072496,1306.4424824617347,-5.555804886322239,-0.016487461343404695
Costas,Costas_-10dB_12.png,-10,11.437781298978773,0.0030591632266663885,4669.842474489796,19.034110584309932,0.04636501328497579,812.2118144132653,-7.596329285331159,-0.0433058500583094
Costas,Costas_-10dB_120.png,-10,11.518065578323608,0.006247393637426002,4584.308155293367,18.644771831543654,0.026692740557969413,888.389010682398,-7.126706253220046,-0.020445346920543412
Costas,Costas_-10dB_121.png,-10,11.480897904093263,0.0076904455341919075,4623.709821428572,18.74986146411157,0.04723877583336483,867.1499720982143,-7.2689635600183085,-0.03954833029917292
Costas,Costas_-10dB_122.png,-10,11.496529616022926,0.0031397255225012457,4607.097456951531,19.2368690940639,0.04930745138156473,775.163743622449,-7.740339478040973,-0.04616772585906349
Costas,Costas_-10dB_123.png,-10,11.486011752311827,0.0034899305875667895,4618.2685746173465,18.631679685262426,0.031756633921031376,891.0711694834183,-7.1456679329506,-0.028266703333464586
Costas,Costas_-10dB_124.png,-10,11.551867338722223,0.008396286262126696,4548.766322544643,18.13927088850251,0.04341185653558565,998.0522361288265,-6.587403549780285,-0.03501557027345895
Costas,Costas_-10dB_125.png,-10,11.527674956123219,0.005631553107858178,4574.175940688776,16.687480698821272,0.02373950787445524,1394.2231544961735,-5.159805742698053,-0.018107954766597063
CP,CP_-10dB_1.png,-10,11.244048517313548,0.0035300535175687413,4882.873903858418,17.752186735850863,0.026929866073851817,1091.092793367347,-6.508138218537315,-0.023399812556283074
CP,CP_-10dB_10.png,-10,11.227261415026293,0.002665542814449106,4901.784558354592,18.096200949470756,0.02181369963126166,1007.9993821747449,-6.868939534444463,-0.019148156816812555
CP,CP_-10dB_100.png,-10,11.264199497029564,0.0024765319065996345,4860.270169005102,17.266972888771228,0.009891048780385006,1220.0652901785713,-6.002773391741664,-0.007414516873785372
CP,CP_-10dB_101.png,-10,11.253302734766367,0.003028723640973528,4872.480249521684,17.31277325171169,0.013524083090327113,1207.2661830357142,-6.059470516945323,-0.010495359449353585
CP,CP_-10dB_102.png,-10,11.172908593879374,0.0031174800134584823,4963.51686065051,18.671882591375145,0.02888825323477161,882.8605309311224,-7.498973997495771,-0.025770773221313128
CP,CP_-10dB_103.png,-10,11.234903304896404,0.0025916115390489497,4893.166912468112,17.610025330653173,0.01701674335077538,1127.3994738520407,-6.3751220257567685,-0.014425131811726428
CP,CP_-10dB_104.png,-10,12.099741881852612,0.05792859288480055,4009.6473014987246,17.082487275909834,0.02672714710334471,1273.009466677296,-4.982745394057222,0.031201445781455842
CP,CP_-10dB_105.png,-10,11.320022240790133,0.009505319085006105,4798.197684151785,17.869494789289813,0.03173457702858825,1062.0155652104593,-6.549472548499681,-0.022229257943582145
CP,CP_-10dB_106.png,-10,11.298184950296665,0.003087820852521066,4822.384845344388,18.08282917071418,0.029480064566893876,1011.107760682398,-6.7846442204175155,-0.02639224371437281
CP,CP_-10dB_107.png,-10,11.23791434453924,0.0027442656759070175,4889.775569993622,18.379162568514744,0.03664090325491209,944.4176698022959,-7.141248223975504,-0.033896637579005066
